symbol,window,time,agent,pattern,direction,entry,stop,stop_pips,fib_state,fib_pct,outcome,R,mfe_R,mae_R,bars_to_resolution,event_id,atr_pips,stop_atr,year
EURUSD,2017_A,2017-01-23T03:00:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.0748,1.0737035000000001,10.964999999998337,ACTIVE_SHALLOW,0.0,LOSS,-1.0,0.17327861377103626,1.003191974464246,7,M15_FLAG_PENNANT|2017-01-23T03:00:00+00:00|1.0748,7.828571428571803,1.4006386861311075,2017
EURUSD,2017_A,2017-01-23T21:30:00+00:00,M15_TRIANGLE_WEDGE,ASCENDING_TRIANGLE,LONG,1.07586,1.0729495,29.10500000000038,ACTIVE_LATCHED_RECOVERY,0.0,LOSS,-1.0,0.49132451468820604,1.0307507301151262,53,M15_TRIANGLE_WEDGE|2017-01-23T21:30:00+00:00|1.07586,5.978571428571421,4.868219832736032,2017
EURUSD,2017_A,2017-01-26T14:15:00+00:00,M15_FLAG_PENNANT,BEAR_FLAG,SHORT,1.06832,1.070856,25.360000000000937,ACTIVE_SHALLOW,0.0,LOSS,-1.0,1.009463722397398,1.648264984227097,95,M15_FLAG_PENNANT|2017-01-26T14:15:00+00:00|1.06832,11.957142857142523,2.12090800477911,2017
EURUSD,2017_A,2017-01-26T15:45:00+00:00,M15_FLAG_PENNANT,BEAR_FLAG,SHORT,1.06712,1.06949425,23.74249999999911,ACTIVE_SHALLOW,1.3013,LOSS,-1.0,0.5728124670949052,1.0571759503001394,9,M15_FLAG_PENNANT|2017-01-26T15:45:00+00:00|1.06712,13.228571428571335,1.7947894168465977,2017
EURUSD,2018_A,2018-10-15T10:45:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.15988,1.1583260000000002,15.539999999998333,ACTIVE_SHALLOW,3.2787,LOSS,-1.0,0.025740025740054243,1.3449163449164412,4,M15_FLAG_PENNANT|2018-10-15T10:45:00+00:00|1.15988,7.507142857142553,2.0700285442434394,2018
GBPUSD,2018_A,2018-10-16T08:30:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.32012,1.3177564999999998,23.63500000000185,ACTIVE_SHALLOW,0.0,LOSS,-1.0,1.4808546646921028,1.2904590649459524,34,M15_FLAG_PENNANT|2018-10-16T08:30:00+00:00|1.32012,12.692857142857664,1.8620709060214535,2018
GBPUSD,2018_A,2018-10-16T11:45:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.32266,1.32119,14.699999999998603,ACTIVE_SHALLOW,3.9024,LOSS,-1.0,0.1292517006803759,1.2585034013606007,3,M15_FLAG_PENNANT|2018-10-16T11:45:00+00:00|1.32266,12.242857142857094,1.200700116686005,2018
EURUSD,2018_A,2018-10-25T13:15:00+00:00,M15_TRIANGLE_WEDGE,SYMMETRICAL_TRIANGLE,SHORT,1.13887,1.1420212499999998,31.512499999997168,ACTIVE_LATCHED_RECOVERY,7.1221,LOSS,-1.0,1.6882189607300182,1.0218167393892232,123,M15_TRIANGLE_WEDGE|2018-10-25T13:15:00+00:00|1.13887,12.178571428571436,2.5875366568912614,2018
EURUSD,2018_A,2018-10-25T15:00:00+00:00,M15_FLAG_PENNANT,BEAR_FLAG,SHORT,1.13717,1.1387829999999999,16.129999999998645,ACTIVE_SHALLOW,1.6155,WIN,2.0,2.2132672039679933,0.7377557346559978,82,M15_FLAG_PENNANT|2018-10-25T15:00:00+00:00|1.13717,14.542857142856937,1.109135559921337,2018
EURUSD,2019_A,2019-01-07T01:30:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.14196,1.1403400000000001,16.199999999999548,ACTIVE_LATCHED_RECOVERY,0.0,WIN,2.0,2.0370370370370066,0.5925925925926535,47,M15_FLAG_PENNANT|2019-01-07T01:30:00+00:00|1.14196,4.764285714286157,3.4002998500745516,2019
