symbol,window,time,agent,pattern,direction,entry,stop,stop_pips,fib_state,fib_pct,outcome,R,mfe_R,mae_R,bars_to_resolution,event_id,atr_pips,stop_atr,year,atr_pips_calc,stop_atr_calc,first2_idx,pre2_mae_calc,post2_maxR,post2_minR,stopped_after2,bars_after2_to_stop,hour_utc,trail2R_R,baseline_R
EURUSD,2021_A,2021-05-03 04:15:00+00:00,M15_FLAG_PENNANT,BEAR_FLAG,SHORT,1.20181,1.20251,6.999999999999229,ACTIVE_SHALLOW,1.5489,LOSS,-1.0,0.7285714285715237,3.0857142857145394,10,M15_FLAG_PENNANT|2021-05-03T04:15:00+00:00|1.20181,3.5714285714286538,1.9599999999997388,2021,3.6285714285714095,1.9291338582675144,,-3.0857142857145394,,,False,,4.25,-1.0,-1.0
EURUSD,2021_A,2021-05-04 08:45:00+00:00,M15_FLAG_PENNANT,BEAR_FLAG,SHORT,1.20032,1.20231,19.899999999999363,ACTIVE_SHALLOW,1.4885,LOSS,-1.0,0.2160804020101338,1.0804020100502227,13,M15_FLAG_PENNANT|2021-05-04T08:45:00+00:00|1.20032,7.021428571428416,2.8341810783316097,2021,6.042857142856921,3.2931442080378406,,-1.0804020100502227,,,False,,8.75,-1.0,-1.0
EURUSD,2021_A,2021-05-05 06:45:00+00:00,M15_FLAG_PENNANT,BEAR_FLAG,SHORT,1.19996,1.2018399999999998,18.799999999998818,ACTIVE_SHALLOW,15.9251,LOSS,-1.0,0.7287234042552966,1.0691489361703157,16,M15_FLAG_PENNANT|2021-05-05T06:45:00+00:00|1.19996,4.18571428571411,4.491467576791715,2021,3.635714285713997,5.170923379174939,,-1.0691489361703157,,,False,,6.75,-1.0,-1.0
GBPUSD,2019_JAN,2019-01-24 00:30:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.30926,1.3075500000000002,17.099999999998783,ACTIVE_SHALLOW,0.0,LOSS,-1.0,0.0701754385964365,1.0292397660819352,6,M15_FLAG_PENNANT|2019-01-24T00:30:00+00:00|1.30926,,,2019,4.835714285714087,3.5361890694238234,,-1.0292397660819352,,,False,,0.5,-1.0,-1.0
GBPUSD,2019_JAN,2019-01-24 23:30:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.30801,1.3060465,19.63500000000007,ACTIVE_SHALLOW,5.1953,WIN,2.0,2.4446142093201533,0.0509294626941627,1,M15_FLAG_PENNANT|2019-01-24T23:30:00+00:00|1.30801,,,2019,5.978571428571579,3.284229390680561,140571.0,-0.4481792717087284,6.982429335371333,-1.232492997198947,True,276.0,23.5,1.0,2.0
GBPUSD,2020_JUL,2020-07-06 05:45:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.24988,1.24902,8.60000000000083,ACTIVE_SHALLOW,1.2915,LOSS,-1.0,0.5813953488370892,1.058139534883838,3,M15_FLAG_PENNANT|2020-07-06T05:45:00+00:00|1.24988,,,2020,4.807142857143105,1.7890044576523834,,-1.058139534883838,,,False,,5.75,-1.0,-1.0
GBPUSD,2020_JUL,2020-07-09 06:00:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.26384,1.262601,12.390000000002122,ACTIVE_SHALLOW,0.0,LOSS,-1.0,1.1299435028245408,1.0008071025019512,7,M15_FLAG_PENNANT|2020-07-09T06:00:00+00:00|1.26384,,,2020,5.8714285714288135,2.110218978102086,,-1.0008071025021306,,,False,,6.0,-1.0,-1.0
GBPUSD,2020_JUL,2020-07-21 07:00:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.27053,1.267665,28.64999999999896,ACTIVE_SHALLOW,0.0,LOSS,-1.0,0.3699825479930539,1.158813263525344,3,M15_FLAG_PENNANT|2020-07-21T07:00:00+00:00|1.27053,,,2020,9.507142857142968,3.0135236664160834,,-1.158813263525344,,,False,,7.0,-1.0,-1.0
GBPUSD,2020_JUL,2020-07-21 17:30:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.27555,1.27334225,22.077499999999528,ACTIVE_SHALLOW,0.0,LOSS,-1.0,0.5616577963991196,1.1097270977239797,9,M15_FLAG_PENNANT|2020-07-21T17:30:00+00:00|1.27555,,,2020,11.65714285714262,1.893903186274508,,-1.1097270977239797,,,False,,17.5,-1.0,-1.0
GBPUSD,2020_JUL,2020-07-27 02:30:00+00:00,M15_FLAG_PENNANT,BULL_PENNANT,LONG,1.28402,1.28208,19.399999999998307,ACTIVE_SHALLOW,0.0,LOSS,-1.0,0.9381443298970688,1.0,13,M15_FLAG_PENNANT|2020-07-27T02:30:00+00:00|1.28402,,,2020,7.692857142857264,2.521819870009025,,-1.0,,,False,,2.5,-1.0,-1.0
GBPUSD,2020_JUL,2020-07-27 22:45:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.28912,1.28792725,11.927499999999648,ACTIVE_SHALLOW,6.2366,LOSS,-1.0,0.0083839865856766,1.7522531963950612,2,M15_FLAG_PENNANT|2020-07-27T22:45:00+00:00|1.28912,,,2020,7.571428571428372,1.57533018867924,,-1.7522531963950612,,,False,,22.75,-1.0,-1.0
GBPUSD,2020_JUL,2020-07-28 15:45:00+00:00,M15_FLAG_PENNANT,BULL_PENNANT,LONG,1.29486,1.29136175,34.98249999999814,ACTIVE_SHALLOW,0.0,LOSS,-1.0,0.1114843135854021,1.057671692989355,39,M15_FLAG_PENNANT|2020-07-28T15:45:00+00:00|1.29486,,,2020,16.62142857142866,2.104662655779851,,-1.057671692989355,,,False,,15.75,-1.0,-1.0
GBPUSD,2020_JUL,2020-07-29 12:45:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.2979,1.2955375,23.62500000000045,ACTIVE_SHALLOW,1.9447,LOSS,-1.0,0.6730158730158519,1.0201058201058104,9,M15_FLAG_PENNANT|2020-07-29T12:45:00+00:00|1.2979,,,2020,10.02142857142872,2.357448325017829,,-1.0201058201058104,,,False,,12.75,-1.0,-1.0
GBPUSD,2020_JUL,2020-07-30 09:30:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.30035,1.29729725,30.52749999999937,ACTIVE_SHALLOW,3.3052,WIN,2.0,2.0145770207190976,0.3439521742691072,20,M15_FLAG_PENNANT|2020-07-30T09:30:00+00:00|1.30035,,,2020,13.65000000000029,2.236446886446793,178290.0,-0.5503234788305423,5.870117107526173,-0.74031610842682,False,,9.5,1.2438784702318118,2.0
GBPUSD,2020_JUL,2020-07-30 18:45:00+00:00,M15_FLAG_PENNANT,BULL_FLAG,LONG,1.309,1.307143,18.56999999999997,ACTIVE_SHALLOW,0.1071,WIN,2.0,2.477113624125022,0.850834679590693,21,M15_FLAG_PENNANT|2020-07-30T18:45:00+00:00|1.309,,,2020,10.757142857142592,1.7262948207171716,178328.0,-0.850834679590693,4.302638664512749,-1.0231556273559588,True,80.0,18.75,1.2670974690361079,2.0
